City,State,Country,Confirmed,Dead,Recovered
,,Global,3834898,256599,816685
,,Benin,54,1,27
,,Papua New Guinea,8,0,0
,,Angola,25,2,6
,,Cambodia,122,0,117
,,Sudan,213,17,19
,,Kazakhstan,2601,25,646
,,Paraguay,228,9,85
,,Portugal,23392,880,1277
,,Syria,42,3,11
,,Bahamas,78,11,15
,,Grenada,18,0,7
,,Greece,2506,130,577
,,Latvia,804,12,267
,,Mongolia,37,0,9
,,Iran,89328,5650,68193
,,Morocco,3897,159,537
,,Mali,370,21,91
,,Panama,5538,159,338
,,Guatemala,473,13,45
,,Guyana,73,7,12
,,Iraq,1763,86,1224
,,Chile,12858,181,6746
,,Laos,19,0,7
,,Nepal,49,0,12
,,Argentina,3780,185,1030
,,Seychelles,11,0,6
,,Tanzania,299,10,48
,,Ukraine,8125,201,782
,,Ghana,1279,10,134
,,Zambia,84,3,37
,,Belize,18,2,5
,,Congo (Brazzaville),200,6,19
,,Holy See,9,0,2
,,Bahrain,2588,8,1160
,,India,26283,825,5939
,,Canada,45491,2547,16013
,New Brunswick,Canada,118,0,0
,Recovered,Canada,0,0,0
,Northwest Territories,Canada,5,0,0
,Grand Princess,Canada,-1,-1,0
,Manitoba,Canada,267,6,0
,Prince Edward Island,Canada,26,0,0
,Alberta,Canada,4233,73,0
,Quebec,Canada,23267,1446,0
,British Columbia,Canada,1948,100,0
,Saskatchewan,Canada,349,4,0
,Yukon,Canada,11,0,0
,Nova Scotia,Canada,-1,-1,0
,Ontario,Canada,15012,916,0
,Diamond Princess,Canada,0,1,0
,Newfoundland and Labrador,Canada,257,3,0
,,Maldives,177,0,17
,,Guinea-Bissau,52,0,3
,,Turkey,107773,2706,25582
,,Belgium,45325,6917,10417
,,Namibia,16,0,7
,,Finland,4475,186,2500
,,North Macedonia,1367,59,374
,,South Africa,4361,86,1473
,,Trinidad and Tobago,115,8,53
,,Central African Republic,16,0,10
,,Georgia,456,5,139
,,Jamaica,305,7,28
,,Peru,25331,700,7797
,,Saint Kitts and Nevis,15,0,2
,,Germany,156513,5877,109800
,,Yemen,1,0,1
,,Eritrea,39,0,13
,,Fiji,18,0,10
,,Guinea,996,7,208
,,Chad,46,0,15
,,Somalia,390,18,8
,,Sao Tome and Principe,4,0,0
,,Madagascar,123,0,62
,,Thailand,2907,51,2547
,,Equatorial Guinea,258,1,7
,,Libya,61,2,18
,,Costa Rica,693,6,242
,,Sweden,18177,2192,1005
,,Taiwan*,429,6,275
,,Vietnam,270,0,225
,,West Bank and Gaza,342,2,92
,,Malawi,33,3,4
,,Andorra,738,40,344
,,Liechtenstein,81,1,55
,,Poland,11273,524,2126
,,Bulgaria,1247,55,197
,,Jordan,444,7,332
,,Kuwait,2892,19,656
,,Nigeria,1182,35,222
,,Tunisia,939,38,207
,,Croatia,2016,54,1034
,,Sri Lanka,460,7,118
,,Uruguay,596,14,370
,,Timor-Leste,24,0,2
,,South,10728,242,8717
,Korea,South,10728,242,8717
,,United Kingdom,149569,20381,774
,Cayman Islands,United Kingdom,70,1,8
,Gibraltar,United Kingdom,136,0,131
,Montserrat,United Kingdom,11,1,2
,Falkland Islands (Malvinas),United Kingdom,13,0,11
,Channel Islands,United Kingdom,525,35,332
,Isle of Man,United Kingdom,308,18,243
,British Virgin Islands,United Kingdom,6,1,3
,Turks and Caicos Islands,United Kingdom,11,1,4
,Bermuda,United Kingdom,109,5,39
,Anguilla,United Kingdom,3,0,1
,,United Arab Emirates,9813,71,1887
,,Kenya,343,14,98
,,Switzerland,28894,1599,21300
,,Spain,223759,22902,95708
,,Brunei,138,1,121
,,Djibouti,1008,2,373
,,Lebanon,704,24,143
,,Azerbaijan,1617,21,1080
,,Cuba,1337,51,437
,,Liberia,120,11,25
,,Venezuela,323,10,132
,,Burkina Faso,629,41,442
,,Mauritania,7,1,6
,,Saint Lucia,15,0,15
,,Israel,15298,199,6435
,,San Marino,513,40,64
,,Australia,6694,80,4223
,Western Australia,Australia,549,8,478
,New South Wales,Australia,2994,33,2193
,Tasmania,Australia,207,10,117
,Victoria,Australia,1346,16,133
,Australian Capital Territory,Australia,106,3,98
,Northern Territory,Australia,28,0,0
,Queensland,Australia,1026,6,803
,South Australia,Australia,438,4,401
,,Estonia,1635,46,228
,,Cameroon,1518,53,697
,,Cyprus,810,14,148
,,Malaysia,5742,98,3762
,,Iceland,1790,10,1570
,,Oman,1905,10,329
,,MS Zaandam,9,2,0
,,Armenia,1677,28,803
,,Gabon,176,3,30
,,Austria,15148,536,12103
,,Mozambique,70,0,12
,,El Salvador,274,8,75
,,Monaco,94,4,42
,,Luxembourg,3711,85,3088
,,Brazil,59324,4057,29160
,,Algeria,3256,419,1479
,,Cabo Verde,90,1,1
,,Slovenia,1388,81,219
,,Diamond Princess,712,13,645
,,US,1876308,107510,100372
,North Carolina,US,8768,305,0
Franklin,North Carolina,US,92,14,0
Haywood,North Carolina,US,5,0,0
Johnston,North Carolina,US,130,11,0
Orange,North Carolina,US,209,10,0
McDowell,North Carolina,US,21,1,0
New Hanover,North Carolina,US,76,3,0
Iredell,North Carolina,US,98,4,0
Guilford,North Carolina,US,304,19,0
Carteret,North Carolina,US,27,3,0
Lincoln,North Carolina,US,25,0,0
Hertford,North Carolina,US,32,1,0
Camden,North Carolina,US,0,0,0
Brunswick,North Carolina,US,39,2,0
Burke,North Carolina,US,86,8,0
Cherokee,North Carolina,US,16,1,0
Macon,North Carolina,US,2,1,0
Montgomery,North Carolina,US,21,1,0
Beaufort,North Carolina,US,31,0,0
Cumberland,North Carolina,US,199,6,0
Wilkes,North Carolina,US,18,1,0
Wayne,North Carolina,US,618,8,0
Mecklenburg,North Carolina,US,1450,41,0
Granville,North Carolina,US,126,5,0
Yancey,North Carolina,US,0,0,0
Columbus,North Carolina,US,87,5,0
Unassigned,North Carolina,US,1,0,0
Avery,North Carolina,US,0,0,0
Person,North Carolina,US,19,0,0
Pender,North Carolina,US,11,0,0
Sampson,North Carolina,US,36,0,0
Stanly,North Carolina,US,28,4,0
Nash,North Carolina,US,80,1,0
Vance,North Carolina,US,41,2,0
Union,North Carolina,US,195,7,0
Washington,North Carolina,US,25,2,0
Gaston,North Carolina,US,132,3,0
Caswell,North Carolina,US,15,0,0
Hyde,North Carolina,US,1,0,0
Jones,North Carolina,US,12,2,0
Alleghany,North Carolina,US,2,0,0
Mitchell,North Carolina,US,5,0,0
Chowan,North Carolina,US,9,0,0
Forsyth,North Carolina,US,152,5,0
Chatham,North Carolina,US,211,6,0
Currituck,North Carolina,US,2,0,0
Tyrrell,North Carolina,US,5,0,0
Craven,North Carolina,US,39,4,0
Cabarrus,North Carolina,US,249,8,0
Martin,North Carolina,US,16,0,0
Caldwell,North Carolina,US,30,0,0
Out of NC,North Carolina,US,0,0,0
Halifax,North Carolina,US,53,1,0
Yadkin,North Carolina,US,12,1,0
Perquimans,North Carolina,US,10,0,0
Pitt,North Carolina,US,143,2,0
Henderson,North Carolina,US,156,14,0
Greene,North Carolina,US,16,0,0
Northampton,North Carolina,US,83,3,0
Graham,North Carolina,US,0,0,0
Alamance,North Carolina,US,77,1,0
Jackson,North Carolina,US,5,0,0
Swain,North Carolina,US,0,0,0
Watauga,North Carolina,US,8,0,0
Pamlico,North Carolina,US,7,0,0
Transylvania,North Carolina,US,7,0,0
Robeson,North Carolina,US,92,3,0
Moore,North Carolina,US,108,6,0
Onslow,North Carolina,US,44,1,0
Rutherford,North Carolina,US,108,5,0
Randolph,North Carolina,US,118,2,0
Clay,North Carolina,US,6,0,0
Bertie,North Carolina,US,40,1,0
Buncombe,North Carolina,US,52,3,0
Dare,North Carolina,US,15,1,0
Harnett,North Carolina,US,119,5,0
Lenoir,North Carolina,US,47,2,0
Stokes,North Carolina,US,11,0,0
Davie,North Carolina,US,29,2,0
Durham,North Carolina,US,546,11,0
Richmond,North Carolina,US,36,2,0
Surry,North Carolina,US,12,0,0
Madison,North Carolina,US,1,0,0
Alexander,North Carolina,US,4,0,0
Bladen,North Carolina,US,7,0,0
Scotland,North Carolina,US,21,0,0
Cleveland,North Carolina,US,46,2,0
Edgecombe,North Carolina,US,77,1,0
Ashe,North Carolina,US,4,0,0
Rowan,North Carolina,US,342,20,0
Pasquotank,North Carolina,US,34,1,0
Warren,North Carolina,US,4,0,0
Rockingham,North Carolina,US,23,2,0
Davidson,North Carolina,US,120,4,0
Anson,North Carolina,US,20,0,0
Hoke,North Carolina,US,46,0,0
Wilson,North Carolina,US,148,6,0
Lee,North Carolina,US,101,0,0
Wake,North Carolina,US,651,13,0
Catawba,North Carolina,US,50,1,0
Polk,North Carolina,US,13,0,0
Duplin,North Carolina,US,61,0,0
Gates,North Carolina,US,7,0,0
,Indiana,US,14399,786,0
Franklin,Indiana,US,94,7,0
Jay,Indiana,US,11,0,0
Jackson,Indiana,US,108,0,0
Lake,Indiana,US,1515,67,0
Fayette,Indiana,US,25,4,0
Orange,Indiana,US,57,6,0
Parke,Indiana,US,12,0,0
Boone,Indiana,US,182,19,0
Knox,Indiana,US,20,0,0
Elkhart,Indiana,US,238,4,0
Perry,Indiana,US,6,0,0
Howard,Indiana,US,83,5,0
LaPorte,Indiana,US,156,5,0
Owen,Indiana,US,22,1,0
Tippecanoe,Indiana,US,71,2,0
Pike,Indiana,US,1,0,0
Floyd,Indiana,US,163,11,0
LaGrange,Indiana,US,21,1,0
Randolph,Indiana,US,14,2,0
Kosciusko,Indiana,US,27,1,0
Clay,Indiana,US,19,1,0
Noble,Indiana,US,51,5,0
Montgomery,Indiana,US,30,0,0
Steuben,Indiana,US,21,1,0
Daviess,Indiana,US,43,9,0
Marshall,Indiana,US,26,1,0
Tipton,Indiana,US,17,1,0
Allen,Indiana,US,427,26,0
Delaware,Indiana,US,144,11,0
Spencer,Indiana,US,5,0,0
Clinton,Indiana,US,30,1,0
DeKalb,Indiana,US,15,1,0
Wayne,Indiana,US,31,3,0
Newton,Indiana,US,44,5,0
Harrison,Indiana,US,115,4,0
Sullivan,Indiana,US,12,0,0
Bartholomew,Indiana,US,198,10,0
Shelby,Indiana,US,176,6,0
Unassigned,Indiana,US,0,0,0
Wells,Indiana,US,6,0,0
Dubois,Indiana,US,17,0,0
Fulton,Indiana,US,10,0,0
Brown,Indiana,US,15,1,0
Cass,Indiana,US,315,1,0
Madison,Indiana,US,395,43,0
Vermillion,Indiana,US,7,0,0
Wabash,Indiana,US,12,1,0
Fountain,Indiana,US,9,2,0
Hancock,Indiana,US,177,7,0
Huntington,Indiana,US,6,2,0
St. Joseph,Indiana,US,553,11,0
Jennings,Indiana,US,71,1,0
Vanderburgh,Indiana,US,113,1,0
Pulaski,Indiana,US,9,0,0
Union,Indiana,US,7,0,0
Washington,Indiana,US,40,0,0
Decatur,Indiana,US,194,26,0
Warren,Indiana,US,11,1,0
Morgan,Indiana,US,133,4,0
Clark,Indiana,US,223,13,0
Vigo,Indiana,US,62,5,0
Hamilton,Indiana,US,699,50,0
Porter,Indiana,US,210,5,0
Out of IN,Indiana,US,0,0,0
Hendricks,Indiana,US,611,26,0
Henry,Indiana,US,32,1,0
Rush,Indiana,US,28,1,0
Grant,Indiana,US,113,6,0
Putnam,Indiana,US,58,4,0
Johnson,Indiana,US,530,50,0
Adams,Indiana,US,7,1,0
Jefferson,Indiana,US,22,0,0
Lawrence,Indiana,US,92,9,0
Warrick,Indiana,US,80,12,0
Monroe,Indiana,US,120,6,0
Benton,Indiana,US,6,0,0
Martin,Indiana,US,7,0,0
Gibson,Indiana,US,6,0,0
Switzerland,Indiana,US,14,0,0
Ripley,Indiana,US,89,5,0
Miami,Indiana,US,42,0,0
Whitley,Indiana,US,16,1,0
Carroll,Indiana,US,9,1,0
Jasper,Indiana,US,34,1,0
Posey,Indiana,US,9,0,0
White,Indiana,US,18,0,0
Crawford,Indiana,US,16,0,0
Blackford,Indiana,US,7,1,0
Ohio,Indiana,US,3,0,0
Dearborn,Indiana,US,84,5,0
Marion,Indiana,US,4727,255,0
Starke,Indiana,US,13,1,0
Greene,Indiana,US,46,4,0
Scott,Indiana,US,36,2,0
,Wyoming,US,491,7,0
Niobrara,Wyoming,US,2,0,0
Big Horn,Wyoming,US,2,0,0
Weston,Wyoming,US,0,0,0
Laramie,Wyoming,US,124,0,0
Out of WY,Wyoming,US,0,0,0
Lincoln,Wyoming,US,9,0,0
Fremont,Wyoming,US,83,0,0
Albany,Wyoming,US,6,0,0
Washakie,Wyoming,US,8,0,0
Johnson,Wyoming,US,15,1,0
Platte,Wyoming,US,0,0,0
Campbell,Wyoming,US,23,0,0
Carbon,Wyoming,US,4,0,0
Teton,Wyoming,US,95,0,0
Park,Wyoming,US,1,0,0
Sheridan,Wyoming,US,16,0,0
Natrona,Wyoming,US,49,0,0
Converse,Wyoming,US,16,0,0
Uinta,Wyoming,US,7,0,0
Crook,Wyoming,US,5,0,0
Unassigned,Wyoming,US,0,6,0
Sublette,Wyoming,US,3,0,0
Goshen,Wyoming,US,4,0,0
Hot Springs,Wyoming,US,3,0,0
Sweetwater,Wyoming,US,16,0,0
,Northern Mariana Islands,US,14,2,0
,Utah,US,3948,41,0
Daggett,Utah,US,0,0,0
Garfield,Utah,US,0,0,0
Millard,Utah,US,0,0,0
Iron,Utah,US,0,0,0
Sanpete,Utah,US,0,0,0
Summit,Utah,US,355,0,0
Tooele,Utah,US,52,0,0
Kane,Utah,US,0,0,0
Utah,Utah,US,725,7,0
Washington,Utah,US,0,0,0
Davis,Utah,US,268,2,0
Morgan,Utah,US,0,0,0
Central Utah,Utah,US,21,0,0
Out of UT,Utah,US,0,0,0
Weber,Utah,US,0,0,0
Beaver,Utah,US,0,0,0
Duchesne,Utah,US,0,0,0
Rich,Utah,US,0,0,0
Emery,Utah,US,0,0,0
San Juan,Utah,US,40,2,0
Salt Lake,Utah,US,2051,24,0
TriCounty,Utah,US,9,0,0
Uintah,Utah,US,0,0,0
Wasatch,Utah,US,132,1,0
Southeast Utah,Utah,US,11,0,0
Carbon,Utah,US,0,0,0
Juab,Utah,US,0,0,0
Grand,Utah,US,0,0,0
Wayne,Utah,US,0,0,0
Piute,Utah,US,0,0,0
Bear River,Utah,US,58,1,0
Box Elder,Utah,US,0,0,0
Unassigned,Utah,US,0,0,0
Sevier,Utah,US,0,0,0
Southwest Utah,Utah,US,83,2,0
Weber-Morgan,Utah,US,143,2,0
Cache,Utah,US,0,0,0
,Guam,US,141,5,0
,Diamond Princess,US,49,0,0
,Arizona,US,6286,273,0
Graham,Arizona,US,6,0,0
Cochise,Arizona,US,36,0,0
La Paz,Arizona,US,7,1,0
Pima,Arizona,US,1090,76,0
Navajo,Arizona,US,612,18,0
Apache,Arizona,US,314,5,0
Out of AZ,Arizona,US,0,0,0
Coconino,Arizona,US,402,38,0
Gila,Arizona,US,11,0,0
Mohave,Arizona,US,81,3,0
Pinal,Arizona,US,332,9,0
Yavapai,Arizona,US,76,1,0
Unassigned,Arizona,US,0,0,0
Yuma,Arizona,US,53,1,0
Santa Cruz,Arizona,US,30,0,0
Maricopa,Arizona,US,3234,121,0
Greenlee,Arizona,US,2,0,0
,Montana,US,445,14,0
Treasure,Montana,US,0,0,0
Judith Basin,Montana,US,0,0,0
McCone,Montana,US,0,0,0
Pondera,Montana,US,2,0,0
Prairie,Montana,US,0,0,0
Gallatin,Montana,US,146,0,0
Lake,Montana,US,5,0,0
Carter,Montana,US,0,0,0
Golden Valley,Montana,US,3,0,0
Richland,Montana,US,3,0,0
Rosebud,Montana,US,0,0,0
Chouteau,Montana,US,0,0,0
Missoula,Montana,US,39,1,0
Silver Bow,Montana,US,11,0,0
Yellowstone,Montana,US,77,1,0
Custer,Montana,US,0,0,0
Lincoln,Montana,US,7,1,0
Ravalli,Montana,US,5,0,0
Roosevelt,Montana,US,7,0,0
Wheatland,Montana,US,1,0,0
Glacier,Montana,US,4,0,0
Musselshell,Montana,US,1,0,0
Sanders,Montana,US,0,0,0
Petroleum,Montana,US,0,0,0
Park,Montana,US,7,0,0
Sheridan,Montana,US,0,0,0
Flathead,Montana,US,37,2,0
Valley,Montana,US,0,0,0
Unassigned,Montana,US,0,0,0
Powell,Montana,US,0,0,0
Dawson,Montana,US,0,0,0
Madison,Montana,US,8,1,0
Hill,Montana,US,1,0,0
Garfield,Montana,US,0,0,0
Fergus,Montana,US,0,0,0
Fallon,Montana,US,0,0,0
Big Horn,Montana,US,3,0,0
Liberty,Montana,US,1,0,0
Phillips,Montana,US,0,0,0
Granite,Montana,US,0,0,0
Broadwater,Montana,US,4,0,0
Beaverhead,Montana,US,1,0,0
Meagher,Montana,US,1,0,0
Stillwater,Montana,US,1,0,0
Powder River,Montana,US,0,0,0
Cascade,Montana,US,14,2,0
Out of MT,Montana,US,0,0,0
Lewis and Clark,Montana,US,16,0,0
Mineral,Montana,US,0,0,0
Jefferson,Montana,US,2,0,0
Carbon,Montana,US,6,0,0
Sweet Grass,Montana,US,0,0,0
Teton,Montana,US,0,0,0
Deer Lodge,Montana,US,3,0,0
Blaine,Montana,US,0,0,0
Daniels,Montana,US,0,0,0
Toole,Montana,US,29,6,0
Wibaux,Montana,US,0,0,0
,Virgin Islands,US,55,3,0
,Kentucky,US,3915,205,0
Franklin,Kentucky,US,15,0,0
Calloway,Kentucky,US,29,1,0
Letcher,Kentucky,US,1,0,0
Bath,Kentucky,US,4,0,0
Carter,Kentucky,US,4,0,0
Fayette,Kentucky,US,235,8,0
Boone,Kentucky,US,103,2,0
Fleming,Kentucky,US,2,0,0
Pike,Kentucky,US,8,2,0
Floyd,Kentucky,US,6,0,0
Hardin,Kentucky,US,34,0,0
Lincoln,Kentucky,US,4,1,0
Kenton,Kentucky,US,226,16,0
Nelson,Kentucky,US,17,0,0
Muhlenberg,Kentucky,US,96,4,0
Breckinridge,Kentucky,US,7,0,0
Montgomery,Kentucky,US,10,0,0
Boyd,Kentucky,US,33,3,0
Laurel,Kentucky,US,14,2,0
Daviess,Kentucky,US,147,3,0
Cumberland,Kentucky,US,4,0,0
Allen,Kentucky,US,7,0,0
Spencer,Kentucky,US,10,0,0
Webster,Kentucky,US,19,0,0
Wayne,Kentucky,US,6,0,0
Russell,Kentucky,US,16,2,0
Logan,Kentucky,US,8,0,0
Mason,Kentucky,US,6,0,0
Robertson,Kentucky,US,0,0,0
Hart,Kentucky,US,2,0,0
Unassigned,Kentucky,US,58,0,0
Leslie,Kentucky,US,2,0,0
Bell,Kentucky,US,0,0,0
Rockcastle,Kentucky,US,11,0,0
Owsley,Kentucky,US,3,0,0
Hancock,Kentucky,US,6,0,0
Union,Kentucky,US,8,0,0
Washington,Kentucky,US,5,0,0
Morgan,Kentucky,US,1,0,0
Elliott,Kentucky,US,0,0,0
Butler,Kentucky,US,103,3,0
Crittenden,Kentucky,US,3,1,0
Simpson,Kentucky,US,23,2,0
Pendleton,Kentucky,US,5,0,0
Johnson,Kentucky,US,1,0,0
Jefferson,Kentucky,US,1121,81,0
Lawrence,Kentucky,US,1,0,0
Lyon,Kentucky,US,14,3,0
Martin,Kentucky,US,3,0,0
Caldwell,Kentucky,US,13,0,0
Whitley,Kentucky,US,10,0,0
Carroll,Kentucky,US,2,0,0
Edmonson,Kentucky,US,13,0,0
Todd,Kentucky,US,10,0,0
Woodford,Kentucky,US,19,0,0
Henderson,Kentucky,US,45,1,0
Trigg,Kentucky,US,5,0,0
Mercer,Kentucky,US,11,0,0
Scott,Kentucky,US,23,0,0
Garrard,Kentucky,US,2,0,0
Meade,Kentucky,US,6,1,0
Magoffin,Kentucky,US,0,0,0
Gallatin,Kentucky,US,1,0,0
Jackson,Kentucky,US,58,5,0
Carlisle,Kentucky,US,1,0,0
Knox,Kentucky,US,5,0,0
Larue,Kentucky,US,5,0,0
Perry,Kentucky,US,6,0,0
Owen,Kentucky,US,0,0,0
Knott,Kentucky,US,3,0,0
Greenup,Kentucky,US,11,0,0
Clay,Kentucky,US,1,0,0
McCreary,Kentucky,US,11,0,0
Taylor,Kentucky,US,6,0,0
Out of KY,Kentucky,US,0,0,0
Campbell,Kentucky,US,73,7,0
Nicholas,Kentucky,US,1,0,0
Marshall,Kentucky,US,27,0,0
Clinton,Kentucky,US,2,0,0
Bullitt,Kentucky,US,43,2,0
Graves,Kentucky,US,109,11,0
Harrison,Kentucky,US,18,0,0
McCracken,Kentucky,US,34,2,0
Shelby,Kentucky,US,26,3,0
Powell,Kentucky,US,1,0,0
Fulton,Kentucky,US,1,0,0
McLean,Kentucky,US,11,1,0
Madison,Kentucky,US,27,1,0
Oldham,Kentucky,US,24,0,0
Estill,Kentucky,US,0,0,0
Hopkins,Kentucky,US,174,19,0
Jessamine,Kentucky,US,32,0,0
Wolfe,Kentucky,US,0,0,0
Pulaski,Kentucky,US,41,2,0
Rowan,Kentucky,US,2,0,0
Ballard,Kentucky,US,5,0,0
Warren,Kentucky,US,184,0,0
Clark,Kentucky,US,19,0,0
Trimble,Kentucky,US,2,0,0
Bourbon,Kentucky,US,7,1,0
Grayson,Kentucky,US,42,1,0
Henry,Kentucky,US,4,0,0
Grant,Kentucky,US,18,3,0
Hickman,Kentucky,US,2,0,0
Barren,Kentucky,US,13,0,0
Adair,Kentucky,US,83,7,0
Livingston,Kentucky,US,1,0,0
Harlan,Kentucky,US,0,0,0
Monroe,Kentucky,US,3,0,0
Bracken,Kentucky,US,7,0,0
Menifee,Kentucky,US,3,0,0
Anderson,Kentucky,US,7,1,0
Lee,Kentucky,US,0,0,0
Breathitt,Kentucky,US,2,0,0
Boyle,Kentucky,US,17,0,0
Metcalfe,Kentucky,US,0,0,0
Casey,Kentucky,US,1,0,0
Lewis,Kentucky,US,3,0,0
Christian,Kentucky,US,85,3,0
Ohio,Kentucky,US,38,0,0
Marion,Kentucky,US,14,0,0
Green,Kentucky,US,1,0,0
,California,US,42368,1689,0
Colusa,California,US,3,0,0
Solano,California,US,199,4,0
Mariposa,California,US,0,0,0
Trinity,California,US,0,0,0
Humboldt,California,US,53,0,0
Marin,California,US,212,12,0
Amador,California,US,8,0,0
Lake,California,US,6,0,0
Sierra,California,US,0,0,0
El Dorado,California,US,42,0,0
Orange,California,US,1969,38,0
Contra Costa,California,US,805,25,0
San Joaquin,California,US,505,24,0
San Benito,California,US,47,2,0
Calaveras,California,US,13,0,0
San Diego,California,US,2943,111,0
Yolo,California,US,157,13,0
Kern,California,US,755,4,0
Out of CA,California,US,0,0,0
Ventura,California,US,476,16,0
Shasta,California,US,30,4,0
Mendocino,California,US,11,0,0
Napa,California,US,60,2,0
San Bernardino,California,US,1666,80,0
Lassen,California,US,0,0,0
Sacramento,California,US,1019,41,0
Tuolumne,California,US,3,0,0
Siskiyou,California,US,5,0,0
Mono,California,US,24,1,0
Alpine,California,US,2,0,0
Stanislaus,California,US,264,5,0
Fresno,California,US,443,7,0
Inyo,California,US,19,1,0
Unassigned,California,US,0,2,0
Santa Cruz,California,US,115,2,0
Alameda,California,US,1439,52,0
Modoc,California,US,0,0,0
Placer,California,US,139,8,0
Tehama,California,US,1,1,0
Plumas,California,US,4,0,0
Butte,California,US,16,0,0
Kings,California,US,47,1,0
Madera,California,US,39,2,0
Santa Clara,California,US,2040,99,0
Yuba,California,US,16,1,0
Del Norte,California,US,2,0,0
Glenn,California,US,5,0,0
Nevada,California,US,37,1,0
San Luis Obispo,California,US,165,1,0
Merced,California,US,102,3,0
Sonoma,California,US,217,2,0
Sutter,California,US,44,3,0
Santa Barbara,California,US,469,7,0
San Francisco,California,US,1354,22,0
Tulare,California,US,491,32,0
Los Angeles,California,US,19133,895,0
Imperial,California,US,251,8,0
Monterey,California,US,169,4,0
Riverside,California,US,3315,112,0
San Mateo,California,US,1019,41,0
,Kansas,US,3135,120,0
Franklin,Kansas,US,12,0,0
Stanton,Kansas,US,4,0,0
Rawlins,Kansas,US,0,0,0
Hodgeman,Kansas,US,0,0,0
Haskell,Kansas,US,7,0,0
Ottawa,Kansas,US,3,0,0
Lincoln,Kansas,US,0,0,0
Cherokee,Kansas,US,7,0,0
Montgomery,Kansas,US,16,2,0
Smith,Kansas,US,2,0,0
Lane,Kansas,US,0,0,0
Allen,Kansas,US,0,0,0
Rooks,Kansas,US,5,0,0
Chase,Kansas,US,1,0,0
Sheridan,Kansas,US,2,0,0
Cheyenne,Kansas,US,0,0,0
Russell,Kansas,US,0,0,0
Douglas,Kansas,US,48,0,0
Logan,Kansas,US,0,0,0
Nemaha,Kansas,US,0,0,0
Labette,Kansas,US,21,0,0
Linn,Kansas,US,6,0,0
Unassigned,Kansas,US,0,0,0
Saline,Kansas,US,19,2,0
Washington,Kansas,US,0,0,0
Ellsworth,Kansas,US,0,0,0
Wichita,Kansas,US,0,0,0
Ness,Kansas,US,0,0,0
Mitchell,Kansas,US,2,0,0
Woodson,Kansas,US,5,0,0
Osborne,Kansas,US,2,0,0
Pawnee,Kansas,US,0,0,0
Butler,Kansas,US,13,0,0
Thomas,Kansas,US,0,0,0
Johnson,Kansas,US,424,38,0
Jefferson,Kansas,US,8,0,0
Lyon,Kansas,US,176,1,0
Kiowa,Kansas,US,1,0,0
Norton,Kansas,US,0,0,0
Harper,Kansas,US,0,0,0
Reno,Kansas,US,24,0,0
Greeley,Kansas,US,0,0,0
Edwards,Kansas,US,1,0,0
Trego,Kansas,US,0,0,0
Cowley,Kansas,US,2,1,0
Wyandotte,Kansas,US,555,50,0
Scott,Kansas,US,1,0,0
Graham,Kansas,US,0,0,0
Dickinson,Kansas,US,1,0,0
Elk,Kansas,US,0,0,0
Meade,Kansas,US,1,0,0
Stafford,Kansas,US,1,0,0
Seward,Kansas,US,314,0,0
Jackson,Kansas,US,1,0,0
Kearny,Kansas,US,11,0,0
Barber,Kansas,US,1,0,0
Ellis,Kansas,US,8,0,0
Gove,Kansas,US,1,0,0
Morris,Kansas,US,3,0,0
Kingman,Kansas,US,0,0,0
Doniphan,Kansas,US,3,0,0
Neosho,Kansas,US,2,0,0
Out of KS,Kansas,US,0,0,0
Coffey,Kansas,US,48,7,0
Clay,Kansas,US,4,0,0
Gray,Kansas,US,2,0,0
Pratt,Kansas,US,1,0,0
Jewell,Kansas,US,4,0,0
Greenwood,Kansas,US,3,0,0
Pottawatomie,Kansas,US,9,0,0
Marshall,Kansas,US,0,0,0
Barton,Kansas,US,9,0,0
Wallace,Kansas,US,0,0,0
Finney,Kansas,US,162,1,0
Geary,Kansas,US,10,0,0
Brown,Kansas,US,0,0,0
Phillips,Kansas,US,1,0,0
Republic,Kansas,US,4,0,0
Decatur,Kansas,US,0,0,0
Clark,Kansas,US,1,0,0
Leavenworth,Kansas,US,169,3,0
Morton,Kansas,US,2,0,0
Sumner,Kansas,US,3,1,0
Hamilton,Kansas,US,2,0,0
Sherman,Kansas,US,3,0,0
Atchison,Kansas,US,8,0,0
Bourbon,Kansas,US,6,1,0
Riley,Kansas,US,43,0,0
Chautauqua,Kansas,US,3,0,0
Comanche,Kansas,US,0,0,0
Rice,Kansas,US,3,0,0
Rush,Kansas,US,0,0,0
Grant,Kansas,US,1,0,0
Stevens,Kansas,US,6,0,0
Shawnee,Kansas,US,101,5,0
Wilson,Kansas,US,1,0,0
Anderson,Kansas,US,0,0,0
McPherson,Kansas,US,20,0,0
Miami,Kansas,US,5,0,0
Sedgwick,Kansas,US,334,6,0
Wabaunsee,Kansas,US,10,0,0
Osage,Kansas,US,5,0,0
Cloud,Kansas,US,3,0,0
Crawford,Kansas,US,6,1,0
Harvey,Kansas,US,5,0,0
Ford,Kansas,US,419,0,0
Marion,Kansas,US,5,1,0
,Delaware,US,3576,112,0
Kent,Delaware,US,579,18,0
Out of DE,Delaware,US,0,0,0
Unassigned,Delaware,US,3,0,0
New Castle,Delaware,US,1504,52,0
Sussex,Delaware,US,1490,42,0
,Florida,US,30839,1055,0
Franklin,Florida,US,2,0,0
